Spain;Valladolid;VLL;LEVD;41.706112;-4.851666
Spain;La Coruña;LCG;LECO;43.301388;-8.379167
Spain;Santiago;SCQ;LEST;42.897499;-8.416111
Spain;Vigo;VGO;LEVX;42.234165;-8.630000
Portugal;Porto;OPO;LPPR;41.248055;-8.681389
Portugal;Lisboa;LIS;LPPT;38.777040;-9.135001
Portugal;Faro;FAO;LPFR;37.014610;-7.972639
